,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
593,"URRESTI ELERA, DANIEL BELIZARIO",PODEMOS,LIMA,FISCALIA SUPERIOR MIXTA DE CAMANA,01505030601-2014-0001810000,2014-05-08,DERIVADO (CALIFICA),USURPACION (DESTRUCCIONALTERACLIMITES)
594,"SIMEÓN HURTADO, LUIS CARLOS",ACCIÓN POPULAR,PASCO,25 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010125-2012-0006670000,2014-05-06,ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
595,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306014502-2013-0014990000,2014-04-29,CON ACUSACION,APROPIACION ILICITA(BIENMUEBSUMDINER)
596,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306014502-2013-0014990002,2014-04-22,CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA(BIENMUEBSUMDINER)
597,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0007350001,2014-04-09,CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
598,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,9 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010109-2013-0006740000,2014-04-07,ARCHIVO DEFINITIVO,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USO ILICITO DE INSIGGRADETC)"
599,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",SOMOS PERÚ,LIMA,FISCALIA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL - SEDE HUARI,01306095200-2013-0000370000,2014-04-01,NO HA LUGAR,CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (CONTAMINACION AMBIENTAL)
600,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE LEONCIO PRADO ,02006060101-2010-0006450000,2014-03-27,CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD
601,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2014-0001480000,2014-03-25,CON ARCHIVO (CALIFICA),COACCION
602,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050065,2014-03-21,CON DICTAMEN,HOMICIDIO
603,"COLUMBUS MURATA, DIETHELL",FUERZA POPULAR,LIMA,4 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010104-2014-0001070000,2014-03-18,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
604,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2012-0002660000,2014-03-15,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
605,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAMBAYEQUE,02406054502-2014-0002060000,2014-02-26,CON ARCHIVO DEFINITIVO (INV. PREVEN.),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
606,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2013-0034340000,2014-02-17,ASIGNADO PNP (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
607,"QUISPE SUÁREZ, MARIO JAVIER",APP,PIURA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606054502-2013-0003500003,2014-02-04,CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA(BIENMUEBSUMDINER)
608,"ESPINOZA VELARDE, YEREMI ARON",PODEMOS,LIMA,8 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010151-2010-0005640000,2014-02-04,CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (FRAUDE PROCESAL)
609,"MAQUERA CHAVEZ, HÉCTOR SIMON",UPP,TACNA,FISCALIA PROVINCIAL MIXTA CORPORATIVA DE ALTO DE LA ALIANZA,02906010611-2014-0001700000,2014-01-31,ARCHIVO,MALTRATO FISICO Y SICOLOGICO
610,"URRESTI ELERA, DANIEL BELIZARIO",PODEMOS,LIMA,2 FISCALIA PROVINCIAL PENAL SUPRAPROVINCIAL DE AYACUCHO,01606012802-2008-0000080000,2014-01-27,CON DICTAMEN,HOMICIDIO
611,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA DE PREVENCION DEL DELITO DE CHICLAYO,02406074902-2013-0001870000,2014-01-23,CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
612,"MERINO DE LAMA, MANUEL ARTURO",ACCIÓN POPULAR,TUMBES,6 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010106-2013-0004240000,2014-01-14,ARCHIVO DEFINITIVO,COACCION
613,"FABIÁN DÍAZ, YESSY NÉLIDA",ACCIÓN POPULAR,HUÁNUCO,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUANUCO,02006010103-2002-0001670000,2014-01-07,CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTADO CONTRA LA AUTORIDAD)
614,"HUAMÁN CHAMPI, JUAN DE DIOS",FREPAP,CUSCO,4 FISCALIA SUPERIOR PENAL DEL CUSCO,01806174502-2013-0004650001,2014-01-05,AUDIENCIA DE APELACION,DELITO DE PELIGRO COMUN (IMPRUDENCCONDUCCIONVEHICULAR)
615,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,2 FISCALIA PROVINCIAL MIXTA CORPORATIVA DE HUANCABAMBA,02606034502-2013-0001820000,2014-01-05,CON ARCHIVO (PRELIMINAR),USURPACION (DOS O MAS PERSONAS)
616,"COLUMBUS MURATA, DIETHELL",FUERZA POPULAR,LIMA,52 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010152-2013-0003690000,2013-12-24,ARCHIVO DEFINITIVO,SECUESTRO
617,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,FISCALIA SUPERIOR ESPECIALIZADA CONTRA LA CRIMINALIDAD ORGANIZADA,00506014600-2011-0000320000,2013-12-18,IMPUGNACION RESUELTA - FISCAL SUPERIOR,LAVADO DE ACTIVOS
618,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,4 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306014501-2010-0031740006,2013-12-17,AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
619,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,4 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306014501-2010-0031740005,2013-12-17,AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
620,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014504-2013-0006060000,2013-12-17,CON ARCHIVO (PRELIMINAR),LESIONES GRAVES (PELIGROINMINENTEDELAVIDA)
621,"RODAS MALCA, TANIA ROSALIA",APP,LA LIBERTAD,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014502-2010-0037240001,2013-12-12,CON SOBRESEIMIENTO,LESIONES (CULPOSAS)
622,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,1 FISCALIA PROVINCIAL MIXTA CORPORATIVA DE HUANCABAMBA,02606034501-2013-0008650000,2013-12-11,DERIVADO (CALIFICA),OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
623,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TUMBES,03506014502-2013-0021550000,2013-11-28,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
624,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,1 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306014501-2010-0031740004,2013-11-26,AUDIENCIA DE APELACION,ABUSO DE AUTORIDAD
625,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306014502-2013-0049060000,2013-11-11,EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
626,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0007350000,2013-11-05,CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
627,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050064,2013-10-30,CON DICTAMEN,HOMICIDIO
628,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074503-2013-0034080000,2013-10-17,CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
629,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2011-0024140000,2013-10-15,CON SOBRESEIMIENTO,DELITO CONTRA LA ADMINISTRACION PUBLICA
630,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050063,2013-10-11,CON DICTAMEN,HOMICIDIO
631,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050062,2013-10-11,CON DICTAMEN,HOMICIDIO
632,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,2 FISCALIA PROVINCIAL MIXTA CORPORATIVA DE HUANCABAMBA,02606030602-2008-0002160000,2013-10-03,CON SOBRESEIMIENTO,PECULADO (DE USO)
633,"GONZALES TUANAMA, CÉSAR",SOMOS PERÚ,UCAYALI,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CORONEL PORTILLO,03006010102-2012-0000190000,2013-09-24,CON ARCHIVO (PRELIMINAR),FALSIFICACION DOCUMENTARIA
634,"ARAPA ROQUE, JESÚS ORLANDO",ACCIÓN POPULAR,PUNO,1 FISCALIA PROVINCIAL CIVIL Y FAMILIA DE PUNO,02706014801-2013-0007070000,2013-09-18,ARCHIVO,MALTRATO SICOLOGICO
635,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",ACCIÓN POPULAR,LIMA,8 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010108-2013-0002470000,2013-09-13,ARCHIVO DEFINITIVO,ESTAFA
636,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",MORADO,PIURA,3 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606064501-2011-0008220005,2013-09-11,CONSULTA RESUELTA,ABUSO DE AUTORIDAD
637,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,1 FISCALIA SUPERIOR PENAL DE ANCASH,01305014501-2013-0003260000,2013-09-10,IMPUGNACION RESUELTA - FISCAL SUPERIOR,HURTO AGRAVADO (CASA-HABITADA)
638,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2013-0016130000,2013-08-23,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
639,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",ACCIÓN POPULAR,LIMA,2 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00505010102-2012-0008340000,2013-08-23,CON DICTAMEN,ESTAFA
640,"QUISPE SUÁREZ, MARIO JAVIER",APP,PIURA,4 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606054502-2013-0003500002,2013-08-14,CONSULTA RESUELTA,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
641,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",MORADO,PIURA,3 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606064501-2011-0008220004,2013-08-13,RECEPCION DE SOLICITUD DE CONSULTA,ABUSO DE AUTORIDAD
642,"QUISPE SUÁREZ, MARIO JAVIER",APP,PIURA,3 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010129-2010-0004600000,2013-08-06,CON DICTAMEN,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
643,"COLUMBUS MURATA, DIETHELL",FUERZA POPULAR,LIMA,46 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010104-2013-0004590000,2013-08-06,DENUNCIA PENDIENTE,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
644,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2013-0001210000,2013-08-05,CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
645,"QUISPE SUÁREZ, MARIO JAVIER",APP,PIURA,4 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606054502-2013-0003500001,2013-08-02,CONSULTA RESUELTA,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
646,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,4 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010120-2010-0003240000,2013-07-25,CON DICTAMEN,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
647,"ARAPA ROQUE, JESÚS ORLANDO",ACCIÓN POPULAR,PUNO,2 FISCALIA PROVINCIAL CIVIL Y FAMILIA DE PUNO,02706014802-2013-0004410000,2013-07-19,ARCHIVO,MALTRATO FISICO
648,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-ABANCAY,01406015500-2013-0000900000,2013-07-15,CON ARCHIVO (PRELIMINAR),VIOLACION A LA INTIMIDAD (ORGINDEBARCHIVLIBERCREENRELIG)
649,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,1 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO DE LORETO ,02506014901-2013-0001910000,2013-07-12,CON ARCHIVO DEFINITIVO (INV. PREVEN.),HOMICIDIO (CULPOSO)
650,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,LIMA,46 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010146-2013-0002070000,2013-07-12,ARCHIVO DEFINITIVO,VIOLACION DE DOMICILIO
651,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,2 FISCALIA SUPERIOR PENAL DE LA LIBERTAD,02306015500-2011-0000980002,2013-07-10,AUDIENCIA DE APELACION,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
652,"NOVOA CRUZADO, ANTHONY RENSON",ACCIÓN POPULAR,LA LIBERTAD,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014502-2013-0016620000,2013-07-09,CON ARCHIVO (PRELIMINAR),CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
653,"RODAS MALCA, TANIA ROSALIA",APP,LA LIBERTAD,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014502-2010-0037240000,2013-07-02,EN AUDIENCIA,LESIONES (CULPOSAS)
654,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2012-0032390000,2013-06-25,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
655,"QUISPE SUÁREZ, MARIO JAVIER",APP,PIURA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE AYABACA,02606024501-2012-0002370000,2013-06-21,CON ARCHIVO (PRELIMINAR),RECEPTACION
656,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",ACCIÓN POPULAR,LIMA,2 FISCALIA SUPERIOR CIVIL Y CONTENCIOSO ADMINISTRATIVO DE LIMA,00505010202-2013-0006130000,2013-06-21,CON DICTAMEN,PRESCRIPCION ADQUISITIVA
657,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",ACCIÓN POPULAR,LIMA,52 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010152-2013-0001440000,2013-06-19,ARCHIVO DEFINITIVO,DELITO CONTRA LA LIBERTAD
658,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014504-2013-0006070000,2013-06-13,EN CALIFICACION (CALIFICA),DAÑO AGRAVADO (BIENES DE VALOR)
659,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2012-0000870000,2013-06-07,CON ARCHIVO (PRELIMINAR),PECULADO (MALVERSACIONDEBIENEPUBLICO
660,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA SUPERIOR PENAL DE APELACIONES DE LAMBAYEQUE,02406074502-2011-0024140001,2013-06-04,AUDIENCIA DE APELACION,DELITO CONTRA LA ADMINISTRACION PUBLICA
661,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2013-0009710000,2013-05-31,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
662,"URRESTI ELERA, DANIEL BELIZARIO",PODEMOS,LIMA,1 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010101-2012-0001020000,2013-05-30,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
663,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-ABANCAY,01406015500-2013-0000900001,2013-05-17,DERIVADO (PRELIMINAR),VIOLACION A LA INTIMIDAD (ORGINDEBARCHIVLIBERCREENRELIG)
664,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074501-2013-0000600000,2013-05-06,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
665,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014501-2010-0031740000,2013-05-06,CON SENTENCIA,ABUSO DE AUTORIDAD
666,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA SUPERIOR PENAL DE LIMA-NORTE,00606020613-2006-0005880008,2013-04-30,CON DICTAMEN,HOMICIDIO
667,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,LIMA,3 FISCALIA PROVINCIAL PREVENCION DEL DELITO,00507010953-2013-0003490000,2013-04-30,DERIVADO,CONTRA EL PATRIMONIO
668,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2013-0008110000,2013-04-04,CON ARCHIVO (CALIFICA),DELITO CONTRA LA ADMINISTRACION PUBLICA
669,"BAZÁN VILLANUEVA, LENIN FERNANDO",FRENTE AMPLIO,LA LIBERTAD,FISCALIA PROVINCIAL MIXTA CORPORATIVA DE SANTIAGO DE CHUCO,02306104500-2013-0001410000,2013-04-04,CON ARCHIVO (PRELIMINAR),EXTORSION
670,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",ACCIÓN POPULAR,LIMA,3 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010103-2013-0002420000,2013-03-26,ARCHIVO DEFINITIVO,APROPIACION ILICITA(BIENMUEBSUMDINER)
671,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2012-0021920000,2013-02-14,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
672,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074501-2013-0004670000,2013-02-11,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
673,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,33 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010113-2006-0004560000,2013-01-04,CON RUBRICA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
674,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606054502-2012-0002190000,2012-12-27,CON ARCHIVO (PRELIMINAR),USURPACION (DOS O MAS PERSONAS)
675,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2011-0000980000,2012-12-11,CON ACUSACION,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
676,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2012-0002240001,2012-12-11,CON ARCHIVO (PRELIMINAR),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
677,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",MORADO,PIURA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PIURA,02606064501-2011-0008220000,2012-12-04,CON SOBRESEIMIENTO,ABUSO DE AUTORIDAD
678,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2011-0037500000,2012-11-22,CON SOBRESEIMIENTO,PECULADO
679,"ESPINOZA VELARDE, YEREMI ARON",PODEMOS,LIMA,8 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010151-2010-0005640002,2012-11-19,CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (FRAUDE PROCESAL)
680,"TITO ORTEGA, ERWIN",FUERZA POPULAR,JUNÍN,3 FISCALIA PROVINCIAL PENAL DE HUANCAYO,02206010103-2000-0007590000,2012-11-19,ARCHIVO DEFINITIVO,LESIONES (CULPOSAS)
681,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606054502-2012-0007690000,2012-11-19,EN CALIFICACION (CALIFICA),CONCUSION (COLUSION ILEGAL)
682,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",MORADO,PIURA,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PIURA,02606064503-2011-0016960001,2012-11-14,CON ARCHIVO (PRELIMINAR),CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
683,"PALOMINO SAAVEDRA, ANGÉLICA MARÍA",MORADO,PIURA,3 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606064503-2011-0016960002,2012-10-25,AUDIENCIA DE APELACION,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
684,"CHEHADE MOYA, OMAR KARIM",APP,LIMA,42 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010142-2006-0005440000,2012-10-23,ARCHIVO DEFINITIVO,RECEPTACION
685,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2012-0021920001,2012-10-22,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
686,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2012-0013750000,2012-10-15,CON ARCHIVO (PRELIMINAR),USURPACION
687,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2012-0018930000,2012-10-14,CON ARCHIVO (PRELIMINAR),USURPACION
688,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO LIMA-NORTE,00606020606-2009-0002080000,2012-10-12,CON DICTAMEN,DELITOS AMBIENTALES
689,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA PROVINCIAL PENAL ESPECIALIZADA EN MATERIA AMBIENTAL- CHACHAPOYAS,01206015200-2011-0002510000,2012-10-11,CON SOBRESEIMIENTO,DELITO CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (DEPREDACION ECOLOGICA)
